Year,Category,Nominee,Additional Info,Won?
1940,CINEMATOGRAPHY (Black-and-White),The Long Voyage Home,Gregg Toland,NO
1940,CINEMATOGRAPHY (Black-and-White),Spring Parade,Joseph Valentine,NO
1940,CINEMATOGRAPHY (Color),Northwest Passage,"Sidney Wagner, William V. Skall",NO
1940,CINEMATOGRAPHY (Color),The Thief of Bagdad,Georges P&Atilde;&copy;rinal,YES
1940,CINEMATOGRAPHY (Color),Bitter Sweet,"Oliver T. Marsh, Allen Davey",NO
1940,CINEMATOGRAPHY (Color),Down Argentine Way,"Leon Shamroy, Ray Rennahan",NO
1940,CINEMATOGRAPHY (Color),The Blue Bird,"Arthur Miller, Ray Rennahan",NO
1940,CINEMATOGRAPHY (Color),North West Mounted Police,"Victor Milner, W. Howard Greene",NO
1940,DIRECTING,The Letter,William Wyler,NO
1940,DIRECTING,The Grapes of Wrath,John Ford,YES
1940,DIRECTING,Rebecca,Alfred Hitchcock,NO
1940,DIRECTING,Kitty Foyle,Sam Wood,NO
1940,DIRECTING,The Philadelphia Story,George Cukor,NO
1940,FILM EDITING,North West Mounted Police,Anne Bauchens,YES
1940,FILM EDITING,The Letter,Warren Low,NO
1940,FILM EDITING,The Grapes of Wrath,Robert Simpson,NO
1940,FILM EDITING,Rebecca,Hal C. Kern,NO
1940,FILM EDITING,The Long Voyage Home,Sherman Todd,NO
1940,MUSIC (Original Score),The Thief of Bagdad,Miklos Rozsa,NO
1940,MUSIC (Original Score),Pinocchio,"Leigh Harline, Paul J. Smith, Ned Washington",YES
1940,MUSIC (Original Score),Rebecca,Franz Waxman,NO
1940,MUSIC (Original Score),The Mark of Zorro,Alfred Newman,NO
1940,MUSIC (Original Score),One Million B.C.,Werner Heymann,NO
1940,MUSIC (Original Score),My Favorite Wife,Roy Webb,NO
1940,MUSIC (Original Score),The Letter,Max Steiner,NO
1940,MUSIC (Original Score),The Long Voyage Home,Richard Hageman,NO
1940,MUSIC (Original Score),The Great Dictator,Meredith Willson,NO
1940,MUSIC (Original Score),The Howards of Virginia,Richard Hageman,NO
1940,MUSIC (Original Score),The Dark Command,Victor Young,NO
1940,MUSIC (Original Score),The Fight for Life,Louis Gruenberg,NO
1940,MUSIC (Original Score),Our Town,Aaron Copland,NO
1940,MUSIC (Original Score),North West Mounted Police,Victor Young,NO
1940,MUSIC (Original Score),Arizona,Victor Young,NO
1940,MUSIC (Original Score),The House of the Seven Gables,Frank Skinner,NO
1940,MUSIC (Original Score),Waterloo Bridge,Herbert Stothart,NO
1940,MUSIC (Scoring),"Arise, My Love",Victor Young,NO
1940,MUSIC (Scoring),Spring Parade,Charles Previn,NO
1940,MUSIC (Scoring),Second Chorus,Artie Shaw,NO
1940,MUSIC (Scoring),Our Town,Aaron Copland,NO
1940,MUSIC (Scoring),Tin Pan Alley,Alfred Newman,YES
1940,MUSIC (Scoring),Irene,Anthony Collins,NO
1940,MUSIC (Scoring),Hit Parade of 1941,Cy Feuer,NO
1940,MUSIC (Scoring),Strike Up the Band,"Roger Edens, Georgie Stoll",NO
1940,MUSIC (Scoring),The Sea Hawk,Erich Wolfgang Korngold,NO
1940,MUSIC (Song),"Down Argentine Way"" from Down Argentine Way""",Music by Harry Warren; Lyrics by Mack Gordon,NO
1940,MUSIC (Song),"Who Am I?"" from Hit Parade of 1941""",Music by Jule Styne; Lyrics by Walter Bullock,NO
1940,MUSIC (Song),"Our Love Affair"" from Strike Up the Band""",Music and Lyrics by Roger Edens and Arthur Freed,NO
1940,MUSIC (Song),"Waltzing in the Clouds"" from Spring Parade""",Music by Robert Stolz; Lyrics by Gus Kahn,NO
1940,MUSIC (Song),"I'd Know You Anywhere"" from You'll Find Out""",Music by Jimmy McHugh; Lyrics by Johnny Mercer,NO
1940,MUSIC (Song),"Love of My Life"" from Second Chorus""",Music by Artie Shaw; Lyrics by Johnny Mercer,NO
1940,MUSIC (Song),"When You Wish upon a Star"" from Pinocchio""",Music by Leigh Harline; Lyrics by Ned Washington,YES
1940,MUSIC (Song),"Only Forever"" from Rhythm on the River""",Music by James Monaco; Lyrics by John Burke,NO
1940,MUSIC (Song),"It's a Blue World"" from Music in My Heart""",Music and Lyrics by Chet Forrest and Bob Wright,NO
1940,OUTSTANDING PRODUCTION,Foreign Correspondent,Walter Wanger (production company),NO
1940,OUTSTANDING PRODUCTION,The Long Voyage Home,Argosy-Wanger,NO
1940,OUTSTANDING PRODUCTION,Kitty Foyle,RKO Radio,NO
1940,OUTSTANDING PRODUCTION,"All This, and Heaven Too",Warner Bros.,NO
1940,OUTSTANDING PRODUCTION,Rebecca,Selznick International Pictures,YES
1940,OUTSTANDING PRODUCTION,The Letter,Warner Bros.,NO
1940,OUTSTANDING PRODUCTION,The Philadelphia Story,Metro-Goldwyn-Mayer,NO
1940,OUTSTANDING PRODUCTION,The Great Dictator,Charles Chaplin Productions,NO
1940,OUTSTANDING PRODUCTION,Our Town,Sol Lesser (production company),NO
1940,OUTSTANDING PRODUCTION,The Grapes of Wrath,20th Century-Fox,NO
1940,SHORT SUBJECT (Cartoon),The Milky Way,Metro-Goldwyn-Mayer,YES
1940,SHORT SUBJECT (Cartoon),A Wild Hare,"Leon Schlesinger, Producer",NO
1940,SHORT SUBJECT (Cartoon),Puss Gets the Boot,Metro-Goldwyn-Mayer,NO
1940,SHORT SUBJECT (One-reel),Siege,RKO Radio,NO
1940,SHORT SUBJECT (One-reel),Quicker 'N a Wink,"Pete Smith, Producer",YES
1940,SHORT SUBJECT (One-reel),London Can Take It,Warner Bros.,NO
1940,SHORT SUBJECT (One-reel),More about Nostradamus,Metro-Goldwyn-Mayer,NO
1940,SHORT SUBJECT (Two-reel),Service with the Colors,Warner Bros.,NO
1940,SHORT SUBJECT (Two-reel),"Teddy, the Rough Rider",Warner Bros.,YES
1940,SHORT SUBJECT (Two-reel),Eyes of the Navy,Metro-Goldwyn-Mayer,NO
1940,SOUND RECORDING,The Sea Hawk,"Warner Bros. Studio Sound Department, Nathan Levinson, Sound Director",NO
1940,SOUND RECORDING,The Grapes of Wrath,"20th Century-Fox Studio Sound Department, E. H. Hansen, Sound Director",NO
1940,SOUND RECORDING,Captain Caution,"Hal Roach Studio Sound Department, Elmer A. Raguse, Sound Director",NO
1940,SOUND RECORDING,Behind the News,"Republic Studio Sound Department, Charles L. Lootens, Sound Director",NO
1940,SOUND RECORDING,Strike Up the Band,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director",YES
1940,SOUND RECORDING,North West Mounted Police,"Paramount Studio Sound Department, Loren L. Ryder, Sound Director",NO
1940,SOUND RECORDING,The Howards of Virginia,"General Service Sound Department, Jack Whitney, Sound Director",NO
1940,SOUND RECORDING,Too Many Husbands,"Columbia Studio Sound Department, John Livadary, Sound Director",NO
1940,SOUND RECORDING,Spring Parade,"Universal Studio Sound Department, Bernard B. Brown, Sound Director",NO
1940,SOUND RECORDING,Our Town,"Samuel Goldwyn Studio Sound Department, Thomas T. Moulton, Sound Director",NO
1940,SOUND RECORDING,Kitty Foyle,"RKO Radio Studio Sound Department, John Aalberg, Sound Director",NO
1940,SPECIAL EFFECTS,The Long Voyage Home,"Photographic Effects by R. T. Layton, R. O. Binger; Sound Effects by Thomas T. Moulton",NO
1940,SPECIAL EFFECTS,Foreign Correspondent,Photographic Effects by Paul Eagler; Sound Effects by Thomas T. Moulton,NO
1940,SPECIAL EFFECTS,Dr. Cyclops,"Photographic Effects by Gordon Jennings, Farciot Edouart",NO
1940,SPECIAL EFFECTS,Women in War,"Photographic Effects by Howard J. Lydecker, William Bradford, Ellis J. Thackery; Sound Effects by Herbert Norsch",NO
1940,SPECIAL EFFECTS,The Sea Hawk,Photographic Effects by Byron Haskin; Sound Effects by Nathan Levinson,NO
1940,SPECIAL EFFECTS,Swiss Family Robinson,Photographic Effects by Vernon L. Walker; Sound Effects by John O. Aalberg,NO
1940,SPECIAL EFFECTS,Rebecca,Photographic Effects by Jack Cosgrove; Sound Effects by Arthur Johns,NO
1940,SPECIAL EFFECTS,The Invisible Man Returns,"Photographic Effects by John P. Fulton; Sound Effects by Bernard B. Brown, William Hedgecock",NO
1940,SPECIAL EFFECTS,The Thief of Bagdad,Photographic Effects by Lawrence Butler; Sound Effects by Jack Whitney,YES
1940,SPECIAL EFFECTS,Typhoon,"Photographic Effects by Farciot Edouart, Gordon Jennings; Sound Effects by Loren Ryder",NO
1940,SPECIAL EFFECTS,The Boys from Syracuse,"Photographic Effects by John P. Fulton; Sound Effects by Bernard B. Brown, Joseph Lapis",NO
1940,SPECIAL EFFECTS,Boom Town,Photographic Effects by A. Arnold Gillespie; Sound Effects by Douglas Shearer,NO
1940,SPECIAL EFFECTS,The Blue Bird,Photographic Effects by Fred Sersen; Sound Effects by E. H. Hansen,NO
1940,SPECIAL EFFECTS,One Million B.C.,Photographic Effects by Roy Seawright; Sound Effects by Elmer Raguse,NO
1940,WRITING (Original Screenplay),The Great Dictator,Charles Chaplin,NO
1940,WRITING (Original Screenplay),Foreign Correspondent,"Charles Bennett, Joan Harrison",NO
1940,WRITING (Original Screenplay),Dr. Ehrlich's Magic Bullet,"John Huston, Heinz Herald, Norman Burnside",NO
1940,WRITING (Original Screenplay),Angels over Broadway,Ben Hecht,NO
1940,WRITING (Original Screenplay),The Great McGinty,Preston Sturges,YES
1940,WRITING (Original Story),Comrade X,Walter Reisch,NO
1940,WRITING (Original Story),"Arise, My Love","Benjamin Glazer, John S. Toldy",YES
1940,WRITING (Original Story),My Favorite Wife,"Bella Spewack, Samuel Spewack, Leo McCarey",NO
1940,WRITING (Original Story),The Westerner,Stuart N. Lake,NO
1940,WRITING (Original Story),"Edison, the Man","Dore Schary, Hugo Butler",NO
1940,WRITING (Screenplay),Kitty Foyle,Dalton Trumbo,NO
1940,WRITING (Screenplay),Rebecca,"Robert E. Sherwood, Joan Harrison",NO
1940,WRITING (Screenplay),The Philadelphia Story,Donald Ogden Stewart,YES
1940,WRITING (Screenplay),The Long Voyage Home,Dudley Nichols,NO
1940,WRITING (Screenplay),The Grapes of Wrath,Nunnally Johnson,NO
1941,ACTOR,Walter Huston,"All That Money Can Buy {Mr. Scratch""}""",NO
1941,ACTOR,Orson Welles,"Citizen Kane {Charles Foster Kane""}""",NO
1941,ACTOR,Robert Montgomery,"Here Comes Mr. Jordan {Joe Pendleton""}""",NO
1941,ACTOR,Gary Cooper,"Sergeant York {Alvin C. York""}""",YES
1941,ACTOR,Cary Grant,"Penny Serenade {Roger Adams""}""",NO
1941,ACTOR IN A SUPPORTING ROLE,Sydney Greenstreet,"The Maltese Falcon {Kaspar Gutman""}""",NO
1941,ACTOR IN A SUPPORTING ROLE,Donald Crisp,"How Green Was My Valley {Mr. Morgan""}""",YES
1941,ACTOR IN A SUPPORTING ROLE,Charles Coburn,"The Devil and Miss Jones {John P. Merrick""}""",NO
1941,ACTOR IN A SUPPORTING ROLE,Walter Brennan,"Sergeant York {Pastor Posier Pile""}""",NO
1941,ACTOR IN A SUPPORTING ROLE,James Gleason,"Here Comes Mr. Jordan {Max Corkle""}""",NO
1941,ACTRESS,Joan Fontaine,"Suspicion {Lina McLaidlaw""}""",YES
1941,ACTRESS,Olivia de Havilland,"Hold Back the Dawn {Emmy Brown""}""",NO
1941,ACTRESS,Bette Davis,"The Little Foxes {Regina Hubbard Giddens""}""",NO
1941,ACTRESS,Greer Garson,"Blossoms in the Dust {Edna Gladney""}""",NO
1941,ACTRESS,Barbara Stanwyck,"Ball of Fire {Sugarpuss O'Shea""}""",NO
1941,ACTRESS IN A SUPPORTING ROLE,Mary Astor,"The Great Lie {Sandra Kovak""}""",YES
1941,ACTRESS IN A SUPPORTING ROLE,Patricia Collinge,"The Little Foxes {Birdie Hubbard""}""",NO
1941,ACTRESS IN A SUPPORTING ROLE,Teresa Wright,"The Little Foxes {Alexandra Giddens""}""",NO
1941,ACTRESS IN A SUPPORTING ROLE,Sara Allgood,"How Green Was My Valley {Mrs. Morgan""}""",NO
1941,ACTRESS IN A SUPPORTING ROLE,Margaret Wycherly,"Sergeant York {Mother York""}""",NO
1941,ART DIRECTION (Black-and-White),That Hamilton Woman,Art Direction: Vincent Korda; Interior Decoration: Julia Heron,NO
1941,ART DIRECTION (Black-and-White),Ladies in Retirement,Art Direction: Lionel Banks; Interior Decoration: George Montgomery,NO
1941,ART DIRECTION (Black-and-White),The Little Foxes,Art Direction: Stephen Goosson; Interior Decoration: Howard Bristol,NO
1941,ART DIRECTION (Black-and-White),The Son of Monte Cristo,Art Direction: John DuCasse Schulze; Interior Decoration: Edward G. Boyle,NO
1941,ART DIRECTION (Black-and-White),Sergeant York,Art Direction: John Hughes; Interior Decoration: Fred MacLean,NO
1941,ART DIRECTION (Black-and-White),Sundown,Art Direction: Alexander Golitzen; Interior Decoration: Richard Irvine,NO
1941,ART DIRECTION (Black-and-White),Hold Back the Dawn,"Art Direction: Hans Dreier, Robert Usher; Interior Decoration: Sam Comer",NO
1941,ART DIRECTION (Black-and-White),The Flame of New Orleans,"Art Direction: Martin Obzina, Jack Otterson; Interior Decoration: Russell A. Gausman",NO
1941,ART DIRECTION (Black-and-White),When Ladies Meet,"Art Direction: Cedric Gibbons, Randall Duell; Interior Decoration: Edwin B. Willis",NO
1941,ART DIRECTION (Black-and-White),How Green Was My Valley,"Art Direction: Richard Day, Nathan Juran; Interior Decoration: Thomas Little",YES
1941,ART DIRECTION (Black-and-White),,,NO
1941,ART DIRECTION (Black-and-White),Citizen Kane,"Art Direction: Perry Ferguson, Van Nest Polglase; Interior Decoration: Al Fields, Darrell Silvera",NO
1941,ART DIRECTION (Color),Blood and Sand,"Art Direction: Richard Day, Joseph C. Wright; Interior Decoration: Thomas Little",NO
1941,ART DIRECTION (Color),Blossoms in the Dust,"Art Direction: Cedric Gibbons, Urie McCleary; Interior Decoration: Edwin B. Willis",YES
1941,ART DIRECTION (Color),Louisiana Purchase,Art Direction: Raoul Pene du Bois; Interior Decoration: Stephen A. Seymour,NO
1941,CINEMATOGRAPHY (Black-and-White),Sundown,Charles Lang,NO
1941,CINEMATOGRAPHY (Black-and-White),Sergeant York,Sol Polito,NO
1941,CINEMATOGRAPHY (Black-and-White),Here Comes Mr. Jordan,Joseph Walker,NO
1941,CINEMATOGRAPHY (Black-and-White),How Green Was My Valley,Arthur Miller,YES
1941,CINEMATOGRAPHY (Black-and-White),Citizen Kane,Gregg Toland,NO
1941,CINEMATOGRAPHY (Black-and-White),That Hamilton Woman,Rudolph Mat&Atilde;&copy;,NO
1941,CINEMATOGRAPHY (Black-and-White),The Chocolate Soldier,Karl Freund,NO
1941,CINEMATOGRAPHY (Black-and-White),Hold Back the Dawn,Leo Tover,NO
1941,CINEMATOGRAPHY (Black-and-White),Dr. Jekyll and Mr. Hyde,Joseph Ruttenberg,NO
1941,CINEMATOGRAPHY (Black-and-White),Sun Valley Serenade,Edward Cronjager,NO
1941,CINEMATOGRAPHY (Color),Aloma of the South Seas,"Wilfred M. Cline, Karl Struss, William Snyder",NO
1941,CINEMATOGRAPHY (Color),Billy the Kid,"William V. Skall, Leonard Smith",NO
1941,CINEMATOGRAPHY (Color),Blood and Sand,"Ernest Palmer, Ray Rennahan",YES
1941,CINEMATOGRAPHY (Color),Dive Bomber,Bert Glennon,NO
1941,CINEMATOGRAPHY (Color),Louisiana Purchase,"Harry Hallenberger, Ray Rennahan",NO
1941,CINEMATOGRAPHY (Color),Blossoms in the Dust,"Karl Freund, W. Howard Greene",NO
1941,DIRECTING,Sergeant York,Howard Hawks,NO
1941,DIRECTING,Citizen Kane,Orson Welles,NO
1941,DIRECTING,How Green Was My Valley,John Ford,YES
1941,DIRECTING,Here Comes Mr. Jordan,Alexander Hall,NO
1941,DIRECTING,The Little Foxes,William Wyler,NO
1941,DOCUMENTARY (Short Subject),Letter from Home,British Ministry of Information,NO
1941,DOCUMENTARY (Short Subject),Life of a Thoroughbred,"Truman Talley, Producer",NO
1941,DOCUMENTARY (Short Subject),Russian Soil,Amkino,NO
1941,DOCUMENTARY (Short Subject),Christmas under Fire,British Ministry of Information,NO
1941,DOCUMENTARY (Short Subject),Norway in Revolt,The March of Time,NO
1941,DOCUMENTARY (Short Subject),Churchill's Island,National Film Board of Canada,YES
1941,DOCUMENTARY (Short Subject),Adventure in the Bronx,Film Associates,NO
1941,DOCUMENTARY (Short Subject),A Place to Live,Philadelphia Housing Association,NO
1941,DOCUMENTARY (Short Subject),Soldiers of the Sky,"Truman Talley, Producer",NO
1941,DOCUMENTARY (Short Subject),War Clouds in the Pacific,National Film Board of Canada,NO
1941,DOCUMENTARY (Short Subject),Bomber,United States Office for Emergency Management Film Unit,NO
1941,FILM EDITING,How Green Was My Valley,James B. Clark,NO
1941,FILM EDITING,Citizen Kane,Robert Wise,NO
1941,FILM EDITING,The Little Foxes,Daniel Mandell,NO
1941,FILM EDITING,Dr. Jekyll and Mr. Hyde,Harold F. Kress,NO
1941,FILM EDITING,Sergeant York,William Holmes,YES
1941,IRVING G. THALBERG MEMORIAL AWARD,Walt Disney,,YES
1941,MUSIC (Music Score of a Dramatic Picture),How Green Was My Valley,Alfred Newman,NO
1941,MUSIC (Music Score of a Dramatic Picture),Hold Back the Dawn,Victor Young,NO
1941,MUSIC (Music Score of a Dramatic Picture),Dr. Jekyll and Mr. Hyde,Franz Waxman,NO
1941,MUSIC (Music Score of a Dramatic Picture),Citizen Kane,Bernard Herrmann,NO
1941,MUSIC (Music Score of a Dramatic Picture),Ladies in Retirement,"Morris Stoloff, Ernst Toch",NO
1941,MUSIC (Music Score of a Dramatic Picture),Cheers for Miss Bishop,Edward Ward,NO
1941,MUSIC (Music Score of a Dramatic Picture),The Little Foxes,Meredith Willson,NO
1941,MUSIC (Music Score of a Dramatic Picture),Lydia,Miklos Rozsa,NO
1941,MUSIC (Music Score of a Dramatic Picture),So Ends Our Night,Louis Gruenberg,NO
1941,MUSIC (Music Score of a Dramatic Picture),That Uncertain Feeling,Werner Heymann,NO
1941,MUSIC (Music Score of a Dramatic Picture),Suspicion,Franz Waxman,NO
1941,MUSIC (Music Score of a Dramatic Picture),Sergeant York,Max Steiner,NO
1941,MUSIC (Music Score of a Dramatic Picture),All That Money Can Buy,Bernard Herrmann,YES
1941,MUSIC (Music Score of a Dramatic Picture),Sundown,Miklos Rozsa,NO
1941,MUSIC (Music Score of a Dramatic Picture),King of the Zombies,Edward Kay,NO
1941,MUSIC (Music Score of a Dramatic Picture),Ball of Fire,Alfred Newman,NO
1941,MUSIC (Music Score of a Dramatic Picture),This Woman Is Mine,Richard Hageman,NO
1941,MUSIC (Music Score of a Dramatic Picture),Tanks a Million,Edward Ward,NO
1941,MUSIC (Music Score of a Dramatic Picture),Back Street,Frank Skinner,NO
1941,MUSIC (Music Score of a Dramatic Picture),Mercy Island,"Cy Feuer, Walter Scharf",NO
1941,MUSIC (Scoring of a Musical Picture),Dumbo,"Frank Churchill, Oliver Wallace",YES
1941,MUSIC (Scoring of a Musical Picture),Birth of the Blues,Robert Emmett Dolan,NO
1941,MUSIC (Scoring of a Musical Picture),You'll Never Get Rich,Morris Stoloff,NO
1941,MUSIC (Scoring of a Musical Picture),The Chocolate Soldier,"Herbert Stothart, Bronislau Kaper",NO
1941,MUSIC (Scoring of a Musical Picture),The Strawberry Blonde,Heinz Roemheld,NO
1941,MUSIC (Scoring of a Musical Picture),Ice-Capades,Cy Feuer,NO
1941,MUSIC (Scoring of a Musical Picture),Buck Privates,Charles Previn,NO
1941,MUSIC (Scoring of a Musical Picture),Sun Valley Serenade,Emil Newman,NO
1941,MUSIC (Scoring of a Musical Picture),Sunny,Anthony Collins,NO
1941,MUSIC (Scoring of a Musical Picture),All-American Co-Ed,Edward Ward,NO
1941,MUSIC (Song),"Since I Kissed My Baby Goodbye"" from You'll Never Get Rich""",Music and Lyrics by Cole Porter,NO
1941,MUSIC (Song),"Boogie Woogie Bugle Boy of Company B"" from Buck Privates""",Music by Hugh Prince; Lyrics by Don Raye,NO
1941,MUSIC (Song),"Blues in the Night"" from Blues in the Night""",Music by Harold Arlen; Lyrics by Johnny Mercer,NO
1941,MUSIC (Song),"Out of the Silence"" from All-American Co-Ed""",Music and Lyrics by Lloyd B. Norlind,NO
1941,MUSIC (Song),"Baby Mine"" from Dumbo""",Music by Frank Churchill; Lyrics by Ned Washington,NO
1941,MUSIC (Song),"Dolores"" from Las Vegas Nights""",Music by Lou Alter; Lyrics by Frank Loesser,NO
1941,MUSIC (Song),"The Last Time I Saw Paris"" from Lady Be Good""",Music by Jerome Kern; Lyrics by Oscar Hammerstein II,YES
1941,MUSIC (Song),"Be Honest with Me"" from Ridin' on a Rainbow""",Music and Lyrics by Gene Autry and Fred Rose,NO
1941,MUSIC (Song),"Chattanooga Choo Choo"" from Sun Valley Serenade""",Music by Harry Warren; Lyrics by Mack Gordon,NO
1941,OUTSTANDING MOTION PICTURE,One Foot in Heaven,Warner Bros.,NO
1941,OUTSTANDING MOTION PICTURE,Hold Back the Dawn,Paramount,NO
1941,OUTSTANDING MOTION PICTURE,Here Comes Mr. Jordan,Columbia,NO
1941,OUTSTANDING MOTION PICTURE,The Little Foxes,Samuel Goldwyn Productions,NO
1941,OUTSTANDING MOTION PICTURE,The Maltese Falcon,Warner Bros.,NO
1941,OUTSTANDING MOTION PICTURE,Blossoms in the Dust,Metro-Goldwyn-Mayer,NO
1941,OUTSTANDING MOTION PICTURE,Suspicion,RKO Radio,NO
1941,OUTSTANDING MOTION PICTURE,Citizen Kane,Mercury,NO
1941,OUTSTANDING MOTION PICTURE,Sergeant York,Warner Bros.,NO
1941,OUTSTANDING MOTION PICTURE,How Green Was My Valley,20th Century-Fox,YES
1941,SHORT SUBJECT (Cartoon),Lend a Paw,"Walt Disney, Producer",YES
1941,SHORT SUBJECT (Cartoon),Rhapsody in Rivets,"Leon Schlesinger, Producer",NO
1941,SHORT SUBJECT (Cartoon),The Rookie Bear,Metro-Goldwyn-Mayer,NO
1941,SHORT SUBJECT (Cartoon),Superman,"Max Fleischer, Producer",NO
1941,SHORT SUBJECT (Cartoon),Boogie Woogie Bugle Boy of Company B,"Walter Lantz, Producer",NO
1941,SHORT SUBJECT (Cartoon),Truant Officer Donald,"Walt Disney, Producer",NO
1941,SHORT SUBJECT (Cartoon),The Night before Christmas,Metro-Goldwyn-Mayer,NO
1941,SHORT SUBJECT (Cartoon),Rhythm in the Ranks,"George Pal, Producer",NO
1941,SHORT SUBJECT (Cartoon),Hiawatha's Rabbit Hunt,"Leon Schlesinger, Producer",NO
1941,SHORT SUBJECT (Cartoon),How War Came,Columbia,NO
1941,SHORT SUBJECT (One-reel),Kings of the Turf,Warner Bros.,NO
1941,SHORT SUBJECT (One-reel),Beauty and the Beach,Paramount,NO
1941,SHORT SUBJECT (One-reel),Down on the Farm,Paramount,NO
1941,SHORT SUBJECT (One-reel),Sagebrush and Silver,20th Century-Fox,NO
1941,SHORT SUBJECT (One-reel),Forty Boys and a Song,Warner Bros.,NO
1941,SHORT SUBJECT (One-reel),Of Pups and Puzzles,Metro-Goldwyn-Mayer,YES
1941,SHORT SUBJECT (One-reel),Army Champions,"Pete Smith, Producer",NO
1941,SHORT SUBJECT (Two-reel),Main Street on the March!,Metro-Goldwyn-Mayer,YES
1941,SHORT SUBJECT (Two-reel),Forbidden Passage,Metro-Goldwyn-Mayer,NO
1941,SHORT SUBJECT (Two-reel),The Gay Parisian,Warner Bros.,NO
1941,SHORT SUBJECT (Two-reel),The Tanks Are Coming,United States Army,NO
1941,SHORT SUBJECT (Two-reel),Alive in the Deep,"Woodard Productions, Inc.",NO
